Title,Location,Company,Summary,Search_type,Date,Link,Extraction_date
Technical Lead,Stockholm,Findwise,Som Tech Lead hos Findwise är du en person med utvecklarbakgrund och som är bekväm med att ta en ledande roll i projekt.Vem vi tror att du är.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=8ea63a1489c31f49&fccid=8055285896bb5396&vjs=3,2020-10-18
Experienced Software Engineer,Stockholm,Einride,Backend development and data engineering on Google Cloud Platform.This position is full-time and based in Stockholm or Gothenburg.,Organic,4 dagar sedan,https://se.indeed.com/rc/clk?jk=0683da32f941df61&fccid=826e404407e710a3&vjs=3,2020-10-18
Graduate System Test Engineer,Lund,Arm,"You will hold a degree in computer science, electronics engineering or other relevant disciplines.We are looking for a graduate engineer to join our GPU…",Organic,27 dagar sedan,https://se.indeed.com/rc/clk?jk=3a750c588f28263e&fccid=0110be8f148b4964&vjs=3,2020-10-18
Data Center Technician Lead - Gavle,Gävle,Microsoft,"College or university degree in Computer Science, Math, Telecommunications, or equivalent work experience.Ability to meet Microsoft, customer and/or government…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=fb278bf647535d00&fccid=734cb5a01ee60f80&vjs=3,2020-10-18
Software Engineer – Connected Factory,Stockholm,Northvolt,"Develop, test, and deploy state of the art software systems for automation, data collection and machine learning applications.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=6a03e8bf428a4d2f&fccid=0284097cdcfc2e52&vjs=3,2020-10-18
Data Engineer som vill vara med på Folksams Molnresa!,Stockholm,Wise IT,Big data och/eller Data Lake är något du brinner för och som du arbetat med i ett par år eller mer.Vill du jobba i ett företag med både hjärta och hjärna som…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=a36e911ddcb1fb06&fccid=1dc3423de3cfdec3&vjs=3,2020-10-18
Full-Stack JavaScript Engineer,Stockholm,Doctrin,"Our teams are cross-functional with a mix of developers, medical doctors, QA, data scientists, UX, product managers and customer support.That’s what we want!",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=1011c9415c297687&fccid=41baaee33dc0258b&vjs=3,2020-10-18
Scientist,Uppsala,Olink Proteomics,Olink Proteomics AB är ett snabbväxande Uppsalabaserat globalt företag vars världsledande teknik och produkter bidrar till utvecklingen av precisionsmedicin.,Organic,20 dagar sedan,https://se.indeed.com/rc/clk?jk=1aaca40ab5e5729f&fccid=c4fbc28b4ae0779d&vjs=3,2020-10-18
CRM & Digital Analyst,Stockholm,Oriflame,"Monitor CRM, data science trends and initiate the launch of new tools and solutions.2+ years of experience in an analyst role deploying and supporting…",Organic,9 dagar sedan,https://se.indeed.com/rc/clk?jk=a45a3fa8e9d476ba&fccid=dfad1bd83ebf7dcd&vjs=3,2020-10-18
Systemutvecklare inriktning prestanda till E-hälsomyndighete...,Kalmar,eHälsomyndigheten,"Relevant akademisk utbildning inom data/IT eller annan utbildning/arbetslivserfarenhet vi bedömer likvärdig.Sökord: systemutveckling, utvecklare, test, testare…",Organic,10 dagar sedan,https://se.indeed.com/rc/clk?jk=d9aacc5253af0731&fccid=2f6b6a4acfca35b7&vjs=3,2020-10-18
"Field Applications Engineering Intern (Kista, Sweden)",Kista,Texas Instruments,"Do you strive to understand how electronics work, and enjoy debugging, coding and/or solving technical problems?The start date of this position is in 2021.",Organic,2 dagar sedan,https://se.indeed.com/rc/clk?jk=970e26fc4fd67e24&fccid=07b74a82254ef712&vjs=3,2020-10-18
System Integration & Verification Engineer,Göteborg,Saab Inc.,Observe that you can send us your application in either Swedish or English.It is beneficial if you like automatization and/or set up communication networks.,Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=d2098ef9835e5bd3&fccid=5c280d90c709960a&vjs=3,2020-10-18
IT Security analyst,Stockholm,bambora,Your main responsibility is to maintain the security and integrity of data stored or processed within the Ingenico Group and Bambora Acquiring Services…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=45d5ad856c5b1ed0&fccid=76ca0c3d632de293&vjs=3,2020-10-18
Field Service Engineer - Patient Monitoring - Stockholm,Stockholm,Philips,"Relevant educational background within medical/electrical engineering – or similar.Please do not submit resumes or applications to this email, as they will not…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=e9ff138a5531f830&fccid=e4af9ca5b6d3a604&vjs=3,2020-10-18
Senior QA Engineer,Sverige,Satalia,"As an organisation, we push the boundaries of data science, optimisation and artificial intelligence to solve the hardest problems in industry.",Organic,10 dagar sedan,https://se.indeed.com/rc/clk?jk=8aa867ec559c80f2&fccid=9b33c64f6852099c&vjs=3,2020-10-18
Tech Talent Acquisition Researcher,Stockholm,Incluso,"In Business Tech we continuously surprise and delight our customers and accelerate our business - by releasing the power of people, data and technology.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=77862c5baec47167&fccid=c3c8df96df173714&vjs=3,2020-10-18
Web / App Analyst,Stockholm,Apegroup,"Passionate about UX, user-centric and data-driven.Tag management tools e.g. Adobe Launch, GTM, Tealium or similar.We're a digital acceleration partner.",Organic,9 dagar sedan,https://se.indeed.com/rc/clk?jk=2a001b93f84c047d&fccid=2ce26309cae83a33&vjs=3,2020-10-18
Front End Engineer,Stockholm,Univrses AB,You have 3 or more years of industrial experience in a relevant domain.Do you want to create technology for the next generation of industry and society?,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=91f0bdd78cf56f78&fccid=e09c89e7e59052df&vjs=3,2020-10-18
Mjukvaruutvecklare - Förbättra cancervården med din kod! (73...,Linköping,Sectra,Vi söker både erfarna utvecklare men även nyutexaminerade ingenjörer med programmeringsintresse.För denna position gäller följande krav:,Organic,9 dagar sedan,https://se.indeed.com/rc/clk?jk=5d5e53f35069a940&fccid=ff9976a329c08315&vjs=3,2020-10-18
Backend Engineer,Stockholm,Mendi,Experience in building and architecting big data backend solutions.We are looking for an experienced backend engineer to join the Mendi Team in Stockholm.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=3e7704ba09ea001b&fccid=19ebf91cee07f64a&vjs=3,2020-10-18
Senior Data Engineer – Data Products for Customer Meeting Po...,Malmö,IKEA,"How can data products enable the transformation of IKEA into a data driven company?Your job will be a mix of translating business needs into data products,…",Organic,10 dagar sedan,https://se.indeed.com/rc/clk?jk=61ac0ee79771ee53&fccid=af17ea0d1d6bbbba&vjs=3,2020-10-18
IaaS Support Engineer,Bromma,Ingram Micro,"Undergraduate degree or relevant Certifications MCP, Azure is an asset.Provide operational support of the Microsoft Azure and other IaaS platforms and…",Organic,23 dagar sedan,https://se.indeed.com/rc/clk?jk=a6a2341e80eff6fd&fccid=70687d47d3cdf42e&vjs=3,2020-10-18
Praktikplats inom Artificiell Intelligens!,Sverige,DigitalTolk,Erfarenhet av att jobba med algoritmer och data structure/data science.DigitalTolk är den snabbast växande tolkförmedlingen I Sverige.Vi söker en person med:,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=eebc6d873c6f6612&fccid=e55c435a746c71d4&vjs=3,2020-10-18
Hardware Design Engineer,Lund,Arm,"Good university degree in computer science, electronics engineering or microelectronics.Other science graduates will be considered with relevant experience.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=e8aaed86c5ec43e5&fccid=0110be8f148b4964&vjs=3,2020-10-18
Frontendutvecklare,Solna,Mercur,"Vi ser att du talar svenska och engelska och att du har en utbildningsbakgrund som ingenjör, data/systemvetare eller liknande.",Organic,23 dagar sedan,https://se.indeed.com/rc/clk?jk=1f8472af91925ce1&fccid=3ca7c019e0b2abf2&vjs=3,2020-10-18
UCG 101502 Data Engineer,Stockholm,United Consultants Group Ucg AB,Experienced in the Data engineer role.Work as an Project Data engineer.UCG/Radio Support is a consulting company based in Kista in northern Stockholm.,Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=b7ed746a75e94286&fccid=e04293deb8dc7400&vjs=3,2020-10-18
Integration Engineer,Stockholm,iZettle,FinTech or/and Financial services.Earn extra points if you have some knowledge or/and experience with:PayPal provides equal employment opportunity (EEO) to…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=b68b87c51947f27d&fccid=978d9fd9799d55a8&vjs=3,2020-10-18
Data Warehouse Developer,Stockholm,Voi Technology,"Supporting implemented data solutions by: monitoring and tuning queries and data loads, addressing user questions concerning data integrity, monitoring…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=7f4b22e994bcce68&fccid=639bee6393c60c73&vjs=3,2020-10-18
Cloud Engineer,Stockholm,Nordea Bank AB,"Providing personal data is necessary to conduct the recruitment processes.Support the migration of existing infrastructure to AWS, Azure or GCP.",Organic,27 dagar sedan,https://se.indeed.com/rc/clk?jk=e810debb6cb2f6fd&fccid=18a52b98f4f641e4&vjs=3,2020-10-18
Data Engineer / Database Developer / DW Specialist,Stockholm,Northab,"Kafka, AWS, IaS (Infrastructure as Code), Big data.Northab is looking for -Data Engineer / Database Developer / DW Specialist.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=06ccfb83d6701e12&fccid=f2c8faaebb069115&vjs=3,2020-10-18
Technical Support Engineer,Stockholm,Everbridge,"Some college or IT/professional qualifications would be ideal.During public safety threats such as active shooter situations, terrorist attacks or severe…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=66aa32cf90105286&fccid=988d72635eb868b4&vjs=3,2020-10-18
"Computer Vision Research Engineer, 3D Vision",Stockholm,Apple,Experience with modern machine learning technologies.Experience with deep learning model optimization.The 3D Vision team at Apple Maps is looking for world…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=1218ac3e94c4b689&fccid=c1099851e9794854&vjs=3,2020-10-18
Data Scientist till ICA Sverige,Solna,ICA AB,"""ICA har höga ambitioner för att utveckla sin kapacitet inom data science.Med cirka 3,5 miljoner svenska hushåll handlandes i våra butiker finns det oändliga…",Organic,19 dagar sedan,https://se.indeed.com/rc/clk?jk=24d6e157d766ea57&fccid=d64c292ff540899b&vjs=3,2020-10-18
Data engineer within big data,Solna,Northab AB,"Practical experience in data science and machine learning.The platform must handle large volumes of data, integrating with many solutions that depend on the…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=984ec4f6eccd3006&fccid=f2c8faaebb069115&vjs=3,2020-10-18
Analyst med finansiellt intresse till SkySparc,Stockholm,Academic Work,Deras dagliga arbetsmiljö inkluderar arbete med stora finansiella datorsystem som hanterar stora mängder data i komplexa miljöer.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=f97db660df67c439&fccid=dccca727bf1a6346&vjs=3,2020-10-18
DevOps Engineer,Stockholm,Findify,"We use Flink for data processing and to power our machine learning algorithms.At Findify, we make extensive use of data-collection, processing and machine…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=dd74f57d90bec8f6&fccid=54c840f5a31edae5&vjs=3,2020-10-18
Software Engineer,Stockholm,Swedbank,"Solve and deploy solutions related to incidents or problems.Swedbank does not discriminate anybody based on gender, age, sexual orientation or sexual identity,…",Organic,5 dagar sedan,https://se.indeed.com/rc/clk?jk=5c6304f21a04e209&fccid=8276767fdf01edc0&vjs=3,2020-10-18
Sales Support Coordinator,Stockholm,Vironova,"Experience of CRM and data literacy.Previous work experience or qualifications of merit.Be responsible for activities to support: lead and customer dialogue,…",Organic,10 dagar sedan,https://se.indeed.com/rc/clk?jk=cf50938a4004eb1e&fccid=4a5f4ed6cfd77d37&vjs=3,2020-10-18
Network Engineer,Västerås,Northvolt,Apply with CV and cover letter or your complete LinkedIn profile.Support or lead requirements gathering discussions with stakeholders across multiple business…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=ecf06cdde5903f62&fccid=0284097cdcfc2e52&vjs=3,2020-10-18
Quantitative Analyst till E.ON,Malmö,Academic Work,"Utveckla ett växande behov av en alltmer integrerad IT, data och analysplattform.E.ON är övertygade om att du som är junior, nyfiken och vill arbeta för ett…",Organic,18 dagar sedan,https://se.indeed.com/rc/clk?jk=dcd349b8e5af3cc0&fccid=dccca727bf1a6346&vjs=3,2020-10-18
Electrical Engineer - Gavle,Gävle,Microsoft,"If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=ac3b15cff24e3bfa&fccid=734cb5a01ee60f80&vjs=3,2020-10-18
Data Engineer Google Cloud Platform till ICA Sverige,Solna,ICA Gruppen AB,Som Data Engineer kommer du att bygga och förvalta data pipelines och data warehouses /lakes i vår nya plattform GCP .Det här är ditt blivande jobb.,Organic,18 dagar sedan,https://se.indeed.com/rc/clk?jk=93f498ed9fc52afc&fccid=d64c292ff540899b&vjs=3,2020-10-18
Software Engineer with focus on test support,Stockholm,Swedbank,"Open-minded and interested in learning new things.Swedbank does not discriminate anybody based on gender, age, sexual orientation or sexual identity, ethnicity…",Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=419b8998beab60b6&fccid=8276767fdf01edc0&vjs=3,2020-10-18
User Researcher,Stockholm,MatHem eng,"Preferably, you have an academic background in HCI or social science with an emphasis on research or equivalent work experience.Who are we looking for?",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=c9001eadd53279cb&fccid=117a43fc5a23c4b4&vjs=3,2020-10-18
Senior Data Engineer,Stockholm,Epidemic Sound,We’re now looking for an experienced data engineer to help us evolve our platform and tooling for data processing.What are we looking for?,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=c5f785d607dcb4d3&fccid=0724ac049d2b292c&vjs=3,2020-10-18
Kravledare / Business Analyst,Stockholm,CAG,"Arbetat som kravledare, kravanalytiker, business analyst, produktägare eller motsvarande.Vill du utvecklas i din roll som kravledare/business analyst i en…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=f294395846b363bc&fccid=eb71fbdc7ee28f5c&vjs=3,2020-10-18
Martech Specialist,Stockholm,Dentsu Aegis Network,Bachelor’s degree or graduate diploma in computer science or other relevant studies.Configuring of Marketing Cloud or Adobe (and possibly other related tools).,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=47c93451334c5946&fccid=9834e576343ebcc2&vjs=3,2020-10-18
Streaming Software Engineer,Göteborg,Appland AB,Do you want a once-in-a-lifetime opportunity to create a streaming games service for 5G mobiles?Do you want to work in a small tech team in central Gothenburg…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=d59608fb649f965a&fccid=ba85851d49b12a64&vjs=3,2020-10-18
Data Engineers,Göteborg,Advectas,"I din roll som Data Engineer hos oss kommer du att arbeta med att designa, modellera och integrera data från många olika strukturerade- och ostrukturerade…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=8f17d98dc994b477&fccid=98486fe73c554fde&vjs=3,2020-10-18
Underwriter Property,Stockholm,Zurich Insurance Group,Preferably an academic degree as engineer or equivalent.Strong data processing skills and analytical skills.You are data driven and have a strong business and…,Organic,26 dagar sedan,https://se.indeed.com/rc/clk?jk=f133fe98d115b4ea&fccid=40f6e1ba1aac8472&vjs=3,2020-10-18
Level Design Internship - Spring 2021,Malmö,King.com,Ability to analyse / work with data.A recently completed a Game or Level Design degree.Experience using level editors and/or game creation tools.,Organic,2 dagar sedan,https://se.indeed.com/rc/clk?jk=540727892cdde04a&fccid=5f2cea8400b4965b&vjs=3,2020-10-18
Data Engineer – Financial Engineering – Royalties and Report...,Stockholm,Spotify,"Improve data quality through testing, tooling and continuously evaluating the performance.You don’t like leaving questions unanswered and you love exploring…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=f4cb84a6699f255e&fccid=fe404d18bb9eef1e&vjs=3,2020-10-18
Software Developer (C++/Python) - Deep Learning,Göteborg,Zenseact,"Image, LiDAR or Radar Processing.Automating and refining the data annotation process.Industrial or academic experience, particularly with neural networks.",Organic,12 dagar sedan,https://se.indeed.com/rc/clk?jk=8ab89a42abf08513&fccid=3035b8d4a5e8b556&vjs=3,2020-10-18
Thesis - Video tagging from audio detection,Lund,Axis Communications,For this Thesis proposal we target students with a strong interest in signal processing and an interest in machine learning.What do I do now?,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=380880d8d4a855fa&fccid=a1003a86bec42ff5&vjs=3,2020-10-18
Internship at Boozt.com - Digital Analytics,Malmö,Boozt Fashion,"You don’t have to master GTM or Google Optimize, we will teach you the skills here.You can find our headquarters in Malmö, Sweden, but we also have a few…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=441381a16bfa85e5&fccid=791f32c97b793188&vjs=3,2020-10-18
Business Analyst – Anti-Financial Crime,Stockholm,Swedbank,"Bachelor's or Master's degree in a related field, or a great reason for not having one.It is an advantage if you have worked as a Business Analyst, System…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=32b2e47f66d05b26&fccid=8276767fdf01edc0&vjs=3,2020-10-18
